"semana","SKU","Descripcion","Familia","Codigo_familia","Subfamilia","Unidad_medida","clasificacion_ABC","nivel_servicio_objetivo","lambda_sku","costo_unitario","margen_bruto","precio_venta","factor_estacional","demanda_semanal","inventario_inicial","unidades_recibidas","ventas","demanda_insatisfecha","quiebre_stock","devoluciones","inventario_final","posicion_inventario","punto_reorden","stock_seguridad","pedido_realizado","cantidad_pedida","lead_time_pedido","valor_inventario_final","costo_mantener_sem","costo_faltante_sem","costo_ordenar_sem"
20,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.8058,10,46,0,10,0,0,0,36,36,41.02,23.24,1,14,1.563,15500677.72,74522.49,0,30000
21,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.768,6,36,0,6,0,0,0,30,44,41.02,23.24,0,0,NA,12917231.43,62102.07,0,0
22,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.7887,2,30,14,2,0,0,0,42,42,41.02,23.24,0,0,NA,18084124.01,86942.9,0,0
23,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.8989,10,42,0,10,0,0,0,32,32,41.02,23.24,1,18,3.526,13778380.2,66242.21,0,30000
24,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.8898,3,32,0,3,0,0,0,29,46,41.02,23.24,0,0,NA,12486657.05,60032.01,0,0
25,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.8244,4,29,0,4,0,0,0,25,42,41.02,23.24,0,0,NA,10764359.53,51751.73,0,0
26,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.8542,6,25,0,6,0,0,0,19,36,41.02,23.24,1,14,1.195,8180913.24,39331.31,0,30000
27,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.9224,8,19,31,8,0,0,0,42,42,41.02,23.24,0,0,NA,18084124.01,86942.9,0,0
28,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.9075,10,42,0,10,0,0,0,32,32,41.02,23.24,1,18,3.348,13778380.2,66242.21,0,30000
29,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.0263,7,32,0,7,0,0,0,25,42,41.02,23.24,0,0,NA,10764359.53,51751.73,0,0
30,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,0.982,8,25,0,8,0,0,0,17,34,41.02,23.24,1,16,3.687,7319764.48,35191.18,0,30000
31,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.0028,9,17,17,9,0,0,0,25,39,41.02,23.24,1,11,1.873,10764359.53,51751.73,0,30000
32,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.0095,7,25,0,7,0,0,0,18,42,41.02,23.24,0,0,NA,7750338.86,37261.24,0,0
33,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.0928,21,18,10,21,0,0,0,7,21,41.02,23.24,1,29,4.161,3014020.67,14490.48,0,30000
34,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1597,6,7,14,6,0,0,0,15,42,41.02,23.24,0,0,NA,6458615.72,31051.04,0,0
35,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.0694,1,15,0,1,0,0,0,14,41,41.02,23.24,1,9,1.495,6028041.34,28980.97,0,30000
36,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1283,15,14,8,15,0,0,0,7,34,41.02,23.24,1,16,0.724,3014020.67,14490.48,0,30000
37,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1657,16,7,43,16,0,0,1,34,34,41.02,23.24,1,16,1.576,14639528.96,70382.35,0,30000
38,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1375,13,34,1,13,0,0,0,22,38,41.02,23.24,1,12,2.723,9472636.39,45541.52,0,30000
39,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1387,13,22,16,13,0,0,1,25,36,41.02,23.24,1,14,2.981,10764359.53,51751.73,0,30000
40,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.2032,21,25,1,21,0,0,1,5,30,41.02,23.24,1,20,2.214,2152871.91,10350.35,0,30000
41,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1763,8,5,12,8,0,0,0,9,42,41.02,23.24,0,0,NA,3875169.43,18630.62,0,0
42,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1844,17,9,33,17,0,0,0,25,25,41.02,23.24,1,25,0.793,10764359.53,51751.73,0,30000
43,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1884,8,25,24,8,0,0,0,41,41,41.02,23.24,1,9,0.886,17653549.63,84872.83,0,30000
44,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1892,20,41,9,20,0,0,0,30,30,41.02,23.24,1,20,2.324,12917231.43,62102.07,0,30000
45,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.2189,13,30,0,13,0,0,0,17,36,41.02,23.24,1,14,1.718,7319764.48,35191.18,0,30000
46,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1731,9,17,19,9,0,0,0,27,41,41.02,23.24,1,9,2.052,11625508.29,55891.87,0,30000
47,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1853,9,27,14,9,0,0,1,32,40,41.02,23.24,1,10,2.513,13778380.2,66242.21,0,30000
48,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1735,13,32,9,13,0,0,0,28,37,41.02,23.24,1,13,0.296,12056082.67,57961.94,0,30000
49,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1068,10,28,11,10,0,0,0,29,38,41.02,23.24,1,12,3.393,12486657.05,60032.01,0,30000
50,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.1018,4,29,9,4,0,0,0,34,46,41.02,23.24,0,0,NA,14639528.96,70382.35,0,0
51,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.2175,20,34,0,20,0,0,1,14,26,41.02,23.24,1,24,2.797,6028041.34,28980.97,0,30000
52,"EPP-FAC-003","Careta Electrónica para Soldar","Elementos de Protección Personal","EPP","Protección facial","unidad","A",0.98,8.8916,430574.38,0.279,597156.09,1.0665,6,14,13,6,0,0,0,21,45,41.02,23.24,0,0,NA,9042062,43471.45,0,0
1,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0665,8,94,0,8,0,0,0,86,86,76.97,42.95,0,0,NA,16646810.67,80032.74,0,0
2,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0709,10,86,0,10,0,0,0,76,76,76.97,42.95,1,18,1.282,14711135.01,70726.61,0,30000
3,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.001,4,76,17,4,0,0,0,89,89,76.97,42.95,0,0,NA,17227513.36,82824.58,0,0
4,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.002,9,89,0,9,0,0,0,80,80,76.97,42.95,0,0,NA,15485405.27,74449.06,0,0
5,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8447,11,80,0,11,0,0,1,69,69,76.97,42.95,1,25,3.044,13356162.05,64212.32,0,30000
6,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.9377,16,69,1,16,0,0,0,54,77,76.97,42.95,0,0,NA,10452648.56,50253.12,0,0
7,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8764,11,54,0,11,0,0,0,43,66,76.97,42.95,1,28,1.48,8323405.33,40016.37,0,30000
8,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.9037,13,43,50,13,0,0,1,80,80,76.97,42.95,0,0,NA,15485405.27,74449.06,0,0
9,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.9771,18,80,1,18,0,0,1,63,63,76.97,42.95,1,31,2.605,12194756.65,58628.64,0,30000
10,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8484,12,63,1,12,0,0,0,52,81,76.97,42.95,0,0,NA,10065513.43,48391.89,0,0
11,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8424,15,52,0,15,0,0,1,37,66,76.97,42.95,1,28,2.157,7161999.94,34432.69,0,30000
12,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8292,8,37,30,8,0,0,0,59,86,76.97,42.95,0,0,NA,11420486.39,54906.18,0,0
13,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.7818,9,59,27,9,0,0,1,77,77,76.97,42.95,0,0,NA,14904702.57,71657.22,0,0
14,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8028,14,77,1,14,0,0,0,64,64,76.97,42.95,1,30,1.719,12388324.22,59559.25,0,30000
15,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8108,15,64,0,15,0,0,0,49,78,76.97,42.95,0,0,NA,9484810.73,45600.05,0,0
16,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8503,21,49,29,21,0,0,0,57,57,76.97,42.95,1,37,1.585,11033351.26,53044.96,0,30000
17,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.809,20,57,0,20,0,0,0,37,71,76.97,42.95,1,23,1.363,7161999.94,34432.69,0,30000
18,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.7667,7,37,55,7,0,0,0,85,85,76.97,42.95,0,0,NA,16453243.1,79102.13,0,0
19,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8432,12,85,0,12,0,0,1,73,73,76.97,42.95,1,21,2.292,14130432.31,67934.77,0,30000
20,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.853,15,73,1,15,0,0,0,59,79,76.97,42.95,0,0,NA,11420486.39,54906.18,0,0
21,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.7893,22,59,20,22,0,0,2,57,57,76.97,42.95,1,37,2.553,11033351.26,53044.96,0,30000
22,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.85,25,57,2,25,0,0,0,34,69,76.97,42.95,1,25,2.572,6581297.24,31640.85,0,30000
23,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8823,8,34,0,8,0,0,1,26,83,76.97,42.95,0,0,NA,5032756.71,24195.95,0,0
24,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8771,5,26,36,5,0,0,0,57,79,76.97,42.95,0,0,NA,11033351.26,53044.96,0,0
25,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8084,18,57,22,18,0,0,1,61,61,76.97,42.95,1,33,3.868,11807621.52,56767.41,0,30000
26,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.896,13,61,1,13,0,0,0,49,79,76.97,42.95,0,0,NA,9484810.73,45600.05,0,0
27,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8938,17,49,0,17,0,0,0,32,62,76.97,42.95,1,32,4.45,6194162.11,29779.63,0,30000
28,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.9807,13,32,0,13,0,0,0,19,78,76.97,42.95,0,0,NA,3677783.75,17681.65,0,0
29,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.8977,3,19,30,3,0,0,0,46,75,76.97,42.95,1,19,2.619,8904108.03,42808.21,0,30000
30,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,0.9173,15,46,0,15,0,0,1,31,78,76.97,42.95,0,0,NA,6000594.54,28849.01,0,0
31,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0038,2,31,30,2,0,0,0,59,77,76.97,42.95,0,0,NA,11420486.39,54906.18,0,0
32,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0082,13,59,18,13,0,0,0,64,64,76.97,42.95,1,30,1.474,12388324.22,59559.25,0,30000
33,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.089,33,64,28,33,0,0,1,59,59,76.97,42.95,1,35,1.56,11420486.39,54906.18,0,30000
34,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0753,14,59,1,14,0,0,0,46,79,76.97,42.95,0,0,NA,8904108.03,42808.21,0,0
35,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.1737,26,46,33,26,0,0,0,53,53,76.97,42.95,1,41,4.844,10259080.99,49322.5,0,30000
36,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0877,24,53,0,24,0,0,0,29,68,76.97,42.95,1,26,1.652,5613459.41,26987.79,0,30000
37,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0702,12,29,0,12,0,0,1,17,80,76.97,42.95,0,0,NA,3290648.62,15820.43,0,0
38,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.2408,27,17,25,27,0,0,1,15,54,76.97,42.95,1,40,2.202,2903513.49,13959.2,0,30000
39,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.1809,22,15,1,16,6,1,1,0,78,76.97,42.95,0,0,NA,0,0,521209.29,0
40,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0836,5,0,79,5,0,0,1,74,74,76.97,42.95,1,20,1.23,14323999.88,68865.38,0,30000
41,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.193,32,74,21,32,0,0,0,63,63,76.97,42.95,1,31,0.935,12194756.65,58628.64,0,30000
42,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.1939,23,63,29,23,0,0,0,69,69,76.97,42.95,1,25,0.966,13356162.05,64212.32,0,30000
43,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.1934,25,69,24,25,0,0,2,68,68,76.97,42.95,1,26,2.666,13162594.48,63281.7,0,30000
44,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.2487,47,68,2,47,0,0,3,23,48,76.97,42.95,1,46,2.699,4452054.02,21404.11,0,30000
45,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.2609,16,23,3,16,0,0,0,10,79,76.97,42.95,0,0,NA,1935675.66,9306.13,0,0
46,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.1831,7,10,25,7,0,0,0,28,72,76.97,42.95,1,22,3.092,5419891.85,26057.17,0,30000
47,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.1645,29,28,44,29,0,0,0,43,63,76.97,42.95,1,31,1.106,8323405.33,40016.37,0,30000
48,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0929,24,43,28,24,0,0,1,47,67,76.97,42.95,1,27,1.81,9097675.6,43738.82,0,30000
49,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.2067,17,47,21,17,0,0,0,51,75,76.97,42.95,1,19,2.965,9871945.86,47461.28,0,30000
50,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0867,9,51,24,9,0,0,0,66,83,76.97,42.95,0,0,NA,12775459.35,61420.48,0,0
51,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.17,17,66,0,17,0,0,0,49,66,76.97,42.95,1,28,6.979,9484810.73,45600.05,0,30000
52,"EPP-GEN-001","Producto EPP","Elementos de Protección Personal","EPP","EPP general","unidad","A",0.98,17.0081,193567.57,0.3098,280435.78,1.0948,28,49,17,28,0,0,0,38,65,76.97,42.95,1,29,2.658,7355567.5,35363.31,0,30000
1,"EPP-MAN-001","Guantes de Nitrilo Industrial","Elementos de Protección Personal","EPP","Protección de manos","par","C",0.9,4.9054,21835.57,0.2793,30298.85,1.1074,11,23,0,11,0,0,0,12,12,18.25,8.44,1,11,0.947,262026.89,1259.74,0,30000
2,"EPP-MAN-001","Guantes de Nitrilo Industrial","Elementos de Protección Personal","EPP","Protección de manos","par","C",0.9,4.9054,21835.57,0.2793,30298.85,1.0305,5,12,10,5,0,0,0,17,17,18.25,8.44,1,6,2.336,371204.76,1784.64,0,30000
3,"EPP-MAN-001","Guantes de Nitrilo Industrial","Elementos de Protección Personal","EPP","Protección de manos","par","C",0.9,4.9054,21835.57,0.2793,30298.85,0.9367,5,17,0,5,0,0,0,12,18,18.25,8.44,1,5,2.52,262026.89,1259.74,0,30000
4,"EPP-MAN-001","Guantes de Nitrilo Industrial","Elementos de Protección Personal","EPP","Protección de manos","par","C",0.9,4.9054,21835.57,0.2793,30298.85,1.0635,4,12,6,4,0,0,0,14,19,18.25,8.44,0,0,NA,305698.04,1469.7,0,0
